time_stamp,product_name,units_sold,retail_price
2018-10-06 23:31:40.871277,Betty Girl's Maxi Dress,24,2070.0
2018-10-10 14:52:48.071277,Betty Girl's Maxi Dress,83,2230.0
2018-10-11 17:24:28.871277,Betty Girl's Maxi Dress,90,2120.0
2018-10-08 00:38:24.071277,Betty Girl's Maxi Dress,47,2055.0
2018-10-10 11:01:55.271277,Betty Girl's Maxi Dress,91,2630.0
2018-10-09 17:41:16.871277,Betty Girl's Maxi Dress,98,2455.0
2018-10-09 15:00:57.671277,Betty Girl's Maxi Dress,15,1995.0
2018-10-07 16:56:38.471277,Betty Girl's Maxi Dress,31,1995.0
2018-10-10 23:12:57.671277,Karatcraft Risena Gold Diamond 18 K Ring,44,44470.0
2018-10-06 16:01:55.271277,Nineteen Casual Bell Sleeve Solid Women's Top,49,1199.0
2018-10-07 16:45:07.271277,Imagination Casual Full Sleeve Solid Women's Top,38,999.0
2018-10-09 05:36:28.871277,Imagination Casual Full Sleeve Solid Women's Top,35,999.0
2018-10-07 16:29:16.871277,Imagination Casual Full Sleeve Striped Women's Top,28,1299.0
2018-10-07 02:10:04.871277,Klick Casual Full Sleeve Solid Women's Top,10,1799.0
2018-10-08 02:21:07.271277,NOD Casual Full Sleeve Solid Women's Top,28,1999.0
2018-10-08 01:06:14.471277,Besiva Casual Full Sleeve Solid Women's Top,46,699.0
2018-10-06 17:35:31.271277,Imagination Casual Full Sleeve Solid Women's Top,89,999.0
2018-10-09 03:54:57.871277,Cation Casual Short Sleeve Solid Women's Top,8,1400.0
2018-10-07 21:58:04.871277,Cation Casual 3/4 Sleeve Solid Women's Top,57,1099.0
2018-10-10 11:33:07.271277,Yna Wayfarer Sunglasses,83,1199.0
2018-10-07 02:20:38.471277,TeeMoods Casual Short Sleeve Solid Women's Top,60,999.0
2018-10-06 23:59:31.271277,TeeMoods Casual Short Sleeve Solid Women's Top,98,999.0
2018-10-12 03:41:45.671277,TeeMoods Casual Full Sleeve Solid Women's Top,54,999.0
2018-10-10 11:25:26.471277,Karatcraft Triniya Promise Gold Diamond 18 K Ring,92,44019.0
2018-10-12 08:09:36.071277,Aaliya Casual Sleeveless Solid Women's Top,12,1400.0
2018-10-10 16:11:02.471277,Karatcraft Citra Engagement Gold Diamond 18 K Ring,74,46772.0
2018-10-08 10:59:31.271277,Cation Casual Short Sleeve Solid Women's Top,14,899.0
2018-10-09 12:34:33.671277,Cation Casual Short Sleeve Solid Women's Top,87,1200.0
2018-10-11 13:00:28.871277,Cation Casual 3/4 Sleeve Solid Women's Top,6,1400.0
2018-10-10 20:54:14.471277,Cation Casual 3/4 Sleeve Solid Women's Top,1,899.0
2018-10-08 19:39:21.671277,Cation Casual Short Sleeve| Sleeveless Solid Women's Top,44,2200.0
2018-10-09 07:34:04.871277,Cation Casual Sleeveless Solid Women's Top,32,899.0
2018-10-12 05:15:50.471277,Paprika Party Sleeveless Solid Women's Top,48,799.0
2018-10-09 03:11:02.471277,Yepme Women Flats,41,399.0
2018-10-08 08:44:09.671277,Karatcraft Sima Gold Diamond 18 K Ring,62,49999.0
2018-10-09 00:06:14.471277,Stilestreet Casual Short Sleeve Solid Women's Top,76,699.0
2018-10-09 11:11:31.271277,Gag Wear Casual Short Sleeve Solid Women's Top,67,699.0
2018-10-11 11:09:36.071277,Karatcraft Ailey Band Gold Diamond 18 K Ring,23,47049.0
2018-10-09 08:57:07.271277,Karatcraft Clariz Gold Diamond 18 K Ring,36,42860.0
2018-10-08 17:53:45.671277,Foot Candy Women Heels,75,1599.0
2018-10-07 10:37:55.271277,Foot Candy Women Heels,14,1799.0
2018-10-11 07:49:55.271277,Foot Candy Women Heels,92,1599.0
2018-10-11 16:26:52.871277,Foot Candy Women Heels,86,1599.0
2018-10-06 10:44:38.471277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,76,3075.0
2018-10-09 23:57:07.271277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,48,2875.0
2018-10-11 10:50:24.071277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,22,3425.0
2018-10-07 07:53:45.671277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,43,3475.0
2018-10-07 10:48:00.071277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,62,3275.0
2018-10-07 21:45:36.071277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,94,3875.0
2018-10-11 21:55:40.871277,Kiara Jewellery KIR0344 Silver Cubic Zirconia Rhodium Ring,93,3467.0
2018-10-12 12:28:48.071277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,69,3625.0
2018-10-12 14:10:33.671277,Navaksha Necktie Men's  Combo,88,1550.0
2018-10-08 01:32:38.471277,Navaksha Necktie Men's  Combo,15,1550.0
2018-10-09 19:58:33.671277,Navaksha Necktie Men's  Combo,11,1550.0
2018-10-12 12:57:36.071277,Navaksha Necktie Men's  Combo,22,1550.0
2018-10-06 20:55:12.071277,Navaksha Necktie Men's  Combo,78,1550.0
2018-10-07 14:40:19.271277,Navaksha Necktie Men's  Combo,8,1550.0
2018-10-08 00:10:04.871277,Navaksha Necktie Men's  Combo,43,1550.0
2018-10-09 05:05:16.871277,Navaksha Necktie Men's  Combo,38,1550.0
2018-10-11 10:02:52.871277,Navaksha Necktie Men's  Combo,58,1550.0
2018-10-12 00:50:52.871277,Navaksha Necktie Men's  Combo,81,1550.0
2018-10-06 11:11:02.471277,Navaksha Necktie Men's  Combo,96,1550.0
2018-10-07 23:11:02.471277,Navaksha Necktie Men's  Combo,80,1550.0
2018-10-08 17:01:55.271277,C&S Shopping Gallery Women's Leggings,4,1199.0
2018-10-08 14:00:28.871277,Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,46,1899.0
2018-10-12 01:58:04.871277,Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527,15,1799.0
2018-10-12 12:25:26.471277,Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,96,1899.0
2018-10-08 18:41:16.871277,Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,48,1899.0
2018-10-07 05:10:04.871277,Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,83,1899.0
2018-10-10 15:53:16.871277,Karatcraft Klytie Gold Diamond 18 K Ring,44,48043.0
2018-10-07 07:15:21.671277,Lamere Women Flats,39,1299.0
2018-10-10 21:15:21.671277,Karatcraft Klytie Gold Diamond 18 K Ring,9,49999.0
2018-10-06 09:04:48.071277,Karatcraft Robini Emerald Gold Diamond 18 K Ring,41,49999.0
2018-10-11 03:16:48.071277,Karatcraft Trilic Gold Diamond 18 K Ring,56,49999.0
2018-10-06 12:36:57.671277,Allure Silver Amethyst Sterling Silver Ring,98,3130.0
2018-10-07 10:09:07.271277,Kiara Jewellery Sterling Silver Swarovski Crystal Yellow Gold Ring,32,3178.0
2018-10-12 06:57:36.071277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,79,3225.0
2018-10-10 23:25:26.471277,CurVy Q Casual Butterfly Sleeve Solid Women's Top,60,799.0
2018-10-07 20:27:50.471277,Karatcraft Clariz Gold Diamond 18 K Ring,51,44445.0
2018-10-06 11:11:02.471277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,89,2975.0
2018-10-11 09:19:40.871277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,25,2975.0
2018-10-08 02:53:45.671277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,44,2609.0
2018-10-12 01:40:19.271277,Majori Casual| Festive| Party Short Sleeve Floral Print Women's Top,12,850.0
2018-10-10 23:00:28.871277,Uptownie Lite Party Short Sleeve Floral Print Women's Top,55,999.0
2018-10-06 14:27:50.471277,Zastraa Party Full Sleeve Embroidered Women's Top,73,2299.0
2018-10-08 12:45:07.271277,Karatcraft Musimi Gold Diamond 18 K Ring,28,23356.0
2018-10-12 08:46:33.671277,Navaksha Necktie Men's  Combo,34,1550.0
2018-10-10 15:52:19.271277,Navaksha Necktie Men's  Combo,38,1550.0
2018-10-08 19:36:28.871277,Posto Necktie Men's  Combo,55,3499.0
2018-10-10 06:16:48.071277,G-Luck Silver Turquoise NA K Ring,99,3680.0
2018-10-06 13:03:21.671277,G-Luck Silver Turquoise NA K Ring,70,4888.0
2018-10-11 07:26:52.871277,G-Luck Silver Turquoise NA K Ring,28,3738.0
2018-10-06 18:19:12.071277,FabAlley Casual Short Sleeve Solid Women's Top,36,900.0
2018-10-09 08:24:28.871277,Navaksha Necktie Men's  Combo,35,1550.0
2018-10-07 09:44:09.671277,FabAlley Casual Sleeveless Solid Women's Top,53,650.0
2018-10-07 21:40:19.271277,Navaksha Necktie Men's  Combo,85,1550.0
2018-10-09 09:34:04.871277,Navaksha Necktie Men's  Combo,71,1550.0
2018-10-10 18:34:04.871277,Navaksha Necktie Men's  Combo,74,1550.0
2018-10-07 07:59:31.271277,FabAlley Casual Short Sleeve Solid Women's Top,24,750.0
2018-10-09 21:12:57.671277,Navaksha Necktie Men's  Combo,45,1550.0
2018-10-09 14:44:38.471277,Navaksha Necktie Men's  Combo,20,1550.0
2018-10-08 07:15:21.671277,Navaksha Necktie Men's  Combo,41,1550.0
2018-10-09 08:41:45.671277,FabAlley Casual Sleeveless Printed Women's Top,18,1200.0
2018-10-07 18:33:07.271277,FabAlley Casual Sleeveless Solid Women's Top,88,900.0
2018-10-08 13:49:26.471277,FabAlley Casual Sleeveless Solid Women's Top,83,900.0
2018-10-12 11:56:09.671277,The Vanca Formal Sleeveless Printed Women's Top,26,1299.0
2018-10-11 18:53:16.871277,Zoysia Casual 3/4 Sleeve Solid Women's Top,68,3190.0
2018-10-08 04:47:02.471277,Nell Women Heels,45,1485.0
2018-10-11 02:27:21.671277,Anaya Women Heels,84,1699.0
2018-10-09 10:48:28.871277,Bellafoz Women Heels,71,999.0
2018-10-09 02:14:24.071277,Bellafoz Women Heels,98,999.0
2018-10-06 18:05:45.671277,Bellafoz Women Heels,73,999.0
2018-10-10 19:37:26.471277,Klick2Style Casual Sleeveless Solid Women's Top,24,1599.0
2018-10-09 05:57:07.271277,Ishtaa Gold Cubic Zirconia 18 K Ring,98,8300.0
2018-10-11 18:35:31.271277,Vastra Valley Girl's A-line Dress,66,850.0
2018-10-12 01:59:02.471277,Beebay Girl's A-line Dress,32,895.0
2018-10-11 07:12:00.071277,Kidzblush Girl's A-line Dress,30,899.0
2018-10-11 08:21:07.271277,Vastra Valley Girl's Gathered Dress,52,700.0
2018-10-07 17:49:26.471277,My Little Joy Casual Short Sleeve Printed Girl's Top,16,599.0
2018-10-08 08:04:19.271277,My Little Joy Casual Short Sleeve Printed Girl's Top,63,599.0
2018-10-11 06:01:26.471277,My Little Joy Casual Short Sleeve Printed Baby Girl's Top,64,599.0
2018-10-07 22:12:57.671277,Wise Guys Pouch for Lenovo S880,41,249.0
2018-10-11 14:43:12.071277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,13,4025.0
2018-10-07 14:31:40.871277,Kiara Jewellery Sterling Silver Swarovski Crystal Yellow Gold Ring,43,2733.0
2018-10-08 21:12:00.071277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,83,3238.0
2018-10-08 23:55:12.071277,BlueStone Sylvan Lattice Yellow Gold Diamond| Pearl 18 K Ring,5,38992.0
2018-10-07 05:41:16.871277,United Colors of Benetton Solid Round Neck Casual Women's Sweater,95,2499.0
2018-10-11 11:29:16.871277,United Colors of Benetton Solid Round Neck Casual Women's Sweater,62,2099.0
2018-10-10 20:53:16.871277,Navaksha Necktie Men's  Combo,68,1550.0
2018-10-10 05:36:57.671277,Navaksha Necktie Men's  Combo,40,1550.0
2018-10-10 05:28:19.271277,Karatcraft Duma Stackable Gold Diamond 18 K Ring,20,13859.0
2018-10-08 11:39:21.671277,Tapyti Casual 3/4 Sleeve Solid Women's Top,25,875.0
2018-10-06 16:06:14.471277,Navaksha Necktie Men's  Combo,85,1550.0
2018-10-06 20:37:55.271277,G-Luck Gomed Stone Weight - 12.3 Carat / 14.47 Ratti Silver Garnet Ring,38,7820.0
2018-10-07 18:25:55.271277,Navaksha Necktie Men's  Combo,12,1550.0
2018-10-10 08:27:50.471277,Tapyti Casual Short Sleeve Solid Women's Top,70,1135.0
2018-10-08 11:18:14.471277,Tapyti Casual 3/4 Sleeve Solid Women's Top,41,845.0
2018-10-08 16:20:38.471277,Tapyti Casual Sleeveless Solid Women's Top,44,875.0
2018-10-10 11:03:50.471277,United Colors of Benetton Solid Round Neck Casual Women's Sweater,72,2099.0
2018-10-10 22:24:28.871277,Bonzer Bellies,38,999.0
2018-10-11 18:28:19.271277,Bonzer Bellies,10,999.0
2018-10-09 07:48:00.071277,BlueStone The Twin Wingflow Yellow Gold Diamond 18 K Ring,83,13010.0
2018-10-10 01:12:57.671277,Allen Solly Girl's Shift Dress,79,1499.0
2018-10-09 10:50:24.071277,Allen Solly Girl's Gathered Dress,54,1399.0
2018-10-10 14:44:38.471277,Ozel Studio Casual Full Sleeve Printed Women's Top,58,985.0
2018-10-10 04:50:52.871277,Ozel Studio Casual Full Sleeve Solid Women's Top,2,1425.0
2018-10-08 06:47:02.471277,Gee & Bee Casual Printed Women's Kurti,25,2164.0
2018-10-12 05:34:04.871277,WearYourShine by PCJ The Skyrah Gold Diamond 18 K Ring,46,10213.0
2018-10-07 13:14:52.871277,WearYourShine by PCJ The Dawnetta Gold Diamond 18 K Ring,57,10227.0
2018-10-06 22:16:48.071277,TeeMoods Casual Full Sleeve Striped Women's Top,1,1399.0
2018-10-07 08:52:48.071277,TeeMoods Casual Full Sleeve Striped Women's Top,11,1399.0
2018-10-07 17:08:38.471277,TeeMoods Casual Full Sleeve Striped Women's Top,73,1399.0
2018-10-11 05:23:02.471277,TeeMoods Casual Full Sleeve Striped Women's Top,37,1399.0
2018-10-12 00:24:28.871277,TeeMoods Casual Full Sleeve Striped Women's Top,9,1399.0
2018-10-08 09:49:55.271277,TeeMoods Casual Full Sleeve Striped Women's Top,36,1399.0
2018-10-08 09:25:26.471277,TeeMoods Casual Full Sleeve Striped Women's Top,49,1399.0
2018-10-12 02:06:14.471277,TeeMoods Casual Full Sleeve Striped Women's Top,44,1399.0
2018-10-09 09:12:00.071277,The Clove Casual 3/4 Sleeve Striped Women's Top,23,1499.0
2018-10-11 03:54:14.471277,Nun Casual Full Sleeve Striped Women's Top,88,1195.0
2018-10-07 01:37:26.471277,Moda Vastra Casual 3/4 Sleeve Graphic Print Women's Top,80,1799.0
2018-10-12 08:24:00.071277,Nishtaa Yellow Gold 22 K Ring,39,7180.0
2018-10-11 11:06:43.271277,Cation Casual 3/4 Sleeve Solid Women's Top,30,899.0
2018-10-07 16:25:55.271277,Cation Casual Short Sleeve Solid Women's Top,43,1099.0
2018-10-10 03:54:14.471277,Cation Casual 3/4 Sleeve Solid Women's Top,17,2800.0
2018-10-08 12:58:33.671277,Nishtaa Yellow Gold 22 K Ring,12,7810.0
2018-10-12 07:48:28.871277,Cation Casual Short Sleeve| 3/4 Sleeve Solid Women's Top,17,2600.0
2018-10-12 12:38:24.071277,Shopaholic Casual 3/4 Sleeve Solid Women's Top,42,1299.0
2018-10-06 18:02:52.871277,Fundoo T Full Sleeve Solid Men's Sweatshirt,63,1998.0
2018-10-09 03:51:50.471277,Cation Casual 3/4 Sleeve Printed Women's Top,19,1099.0
2018-10-06 18:45:36.071277,Fundoo T Full Sleeve Solid Men's Sweatshirt,71,1998.0
2018-10-12 09:48:57.671277,Goddess Women Casual 3/4 Sleeve Solid Women's Top,4,1199.0
2018-10-10 18:36:57.671277,BownBee Girl's Gathered Dress,15,999.0
2018-10-09 18:01:55.271277,Fundoo T Full Sleeve Solid Men's Sweatshirt,13,1998.0
2018-10-11 01:44:38.471277,Herberto Girl's A-line Dress,33,1699.0
2018-10-06 14:57:07.271277,Fundoo T Full Sleeve Solid Men's Sweatshirt,73,1998.0
2018-10-06 16:54:14.471277,Herberto Girl's A-line Dress,75,2999.0
2018-10-11 09:23:02.471277,Fundoo T Full Sleeve Solid Men's Sweatshirt,2,1998.0
2018-10-07 16:57:07.271277,Herberto Girl's High Low Dress,72,1899.0
2018-10-09 23:03:50.471277,Fundoo T Full Sleeve Solid Men's Sweatshirt,65,1998.0
2018-10-11 20:45:36.071277,Herberto Girl's A-line Dress,46,1599.0
2018-10-07 16:00:28.871277,Herberto Girl's A-line Dress,72,2999.0
2018-10-08 07:10:04.871277,Jewels Of Jaipur Gold Ruby Yellow Gold 14 K Ring,7,11076.0
2018-10-12 13:11:02.471277,Jewels Of Jaipur Gold Ruby Yellow Gold 14 K Ring,33,11587.0
2018-10-09 11:03:50.471277,BlueStone The Ziva Yellow Gold Diamond| Emerald 18 K Ring,93,31300.0
2018-10-11 17:08:38.471277,United Colors of Benetton Striped Round Neck Casual Women's Sweater,66,2499.0
2018-10-09 04:19:12.071277,United Colors of Benetton Solid Round Neck Casual Women's Sweater,92,2499.0
2018-10-08 00:29:45.671277,Tapyti Casual Full Sleeve Solid Women's Top,22,845.0
2018-10-12 01:27:21.671277,Elisabetta Bartolli Party Short Sleeve Solid Women's Top,47,2095.0
2018-10-06 15:04:19.271277,Tapyti Casual Short Sleeve Solid Women's Top,14,815.0
2018-10-09 10:18:14.471277,MSL Women Flats,92,499.0
2018-10-09 21:25:26.471277,Tapyti Party Sleeveless Solid Women's Top,33,1275.0
2018-10-11 01:05:16.871277,Nishtaa Yellow Gold 22 K Ring,37,9300.0
2018-10-10 07:26:52.871277,JDX Plain Bed/Sleeping Pillow,97,7999.0
2018-10-06 17:41:45.671277,Cation Casual 3/4 Sleeve Solid Women's Top,84,999.0
2018-10-10 15:48:57.671277,JDX Plain Bed/Sleeping Pillow,82,5299.0
2018-10-07 16:59:02.471277,Cation Casual 3/4 Sleeve Solid Women's Top,90,1998.0
2018-10-06 16:25:26.471277,JDX Plain Bed/Sleeping Pillow,42,5899.0
2018-10-10 19:49:55.271277,Cation Casual Short Sleeve Solid Women's Top,53,899.0
2018-10-11 17:39:50.471277,DailyObjects Back Cover for iPad Mini/Retina Display,63,1999.0
2018-10-07 05:44:38.471277,Life by Shoppers Stop Women's Gathered Dress,31,1399.0
2018-10-11 10:18:43.271277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,48,2975.0
2018-10-09 19:10:04.871277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,5,3675.0
2018-10-09 07:48:28.871277,Calgari Women's Gathered Dress,6,1799.0
2018-10-06 13:20:38.471277,Dumdaar.com Women's Gathered Dress,31,1699.0
2018-10-09 15:11:31.271277,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,46,4525.0
2018-10-07 03:58:33.671277,Kiara Jewellery Silver Cubic Zirconia Rhodium Ring,58,3911.0
2018-10-07 06:00:57.671277,Krasns Couture Formal Sleeveless Solid Women's Top,40,2900.0
2018-10-06 20:16:48.071277,Forever Fashion Casual Sleeveless Solid Women's Top,38,1599.0
2018-10-06 09:05:16.871277,JDX Plain Bed/Sleeping Pillow,91,5899.0
2018-10-07 13:06:43.271277,JDX Plain Bed/Sleeping Pillow,69,7999.0
2018-10-08 12:25:26.471277,JDX Plain Bed/Sleeping Pillow,84,10999.0
2018-10-07 02:50:24.071277,Ishtaa Gold Cubic Zirconia 18 K Ring,57,8690.0
2018-10-09 13:21:36.071277,Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set,58,749.0
2018-10-06 16:19:40.871277,Selfcare Soft & Comfortable Newly Launched Girl's Top,34,720.0
2018-10-08 22:39:21.671277,Selfcare Soft & Comfortable Newly Launched Girl's Pyjama,74,740.0
2018-10-09 21:53:45.671277,Selfcare Soft & Comfortable Newly Launched Girl's Pyjama,82,740.0
2018-10-12 07:29:45.671277,Selfcare Soft & Comfortable Newly Launched Girl's Pyjama,34,740.0
2018-10-06 09:52:48.071277,Selfcare Soft & Comfortable Newly Launched Girl's Top,94,720.0
2018-10-10 22:33:36.071277,Selfcare Girl's Top - Pyjama Set,82,749.0
2018-10-07 06:09:36.071277,BlueStone The Sestet Yellow Gold Diamond 14 K Ring,43,23124.0
2018-10-12 13:24:57.671277,YK Self Design Round Neck Casual Boy's Sweater,41,1199.0
2018-10-07 11:38:52.871277,Addyvero Geometric Print Round Neck Casual Boy's Sweater,9,1499.0
2018-10-08 17:15:21.671277,Next Steps Striped Round Neck Casual Boy's Sweater,93,599.0
2018-10-11 20:05:45.671277,BlueStone The Elettra Yellow Gold Diamond 18 K Ring,48,15916.0
2018-10-07 05:00:28.871277,Herberto Girl's A-line Dress,65,2899.0
2018-10-06 23:09:07.271277,Ozel Studio Casual Full Sleeve Floral Print Women's Top,4,1645.0
2018-10-07 10:47:02.471277,Navaksha Necktie Men's  Combo,66,1550.0
2018-10-10 21:49:26.471277,Navaksha Necktie Men's  Combo,13,1550.0
2018-10-10 02:10:33.671277,Navaksha Necktie Men's  Combo,18,1550.0
2018-10-09 16:34:33.671277,Navaksha Necktie Men's  Combo,34,1550.0
2018-10-06 22:54:14.471277,Navaksha Necktie Men's  Combo,54,1400.0
2018-10-10 22:28:48.071277,Navaksha Necktie Men's  Combo,91,1400.0
2018-10-08 04:51:50.471277,Superkids Solid Round Neck Casual Boy's Sweater,10,825.0
2018-10-06 19:04:48.071277,Bells And Whistles Striped Round Neck Boy's Sweater,36,1099.0
2018-10-08 12:52:48.071277,Babeezworld Solid Round Neck Boy's Sweater,88,1400.0
2018-10-08 19:57:36.071277,BlueStone The Crocio Band Yellow Gold Diamond 14 K Ring,44,22946.0
2018-10-07 07:36:57.671277,Betty Girl's Maxi Dress,30,1990.0
2018-10-11 04:53:45.671277,Betty Girl's Maxi Dress,62,2070.0
2018-10-10 17:41:45.671277,Betty Girl's Maxi Dress,5,2230.0
2018-10-06 13:36:00.071277,Betty Girl's Maxi Dress,52,2120.0
2018-10-11 02:09:36.071277,Betty Girl's Maxi Dress,14,2055.0
2018-10-07 16:31:12.071277,Betty Girl's Maxi Dress,63,2630.0
2018-10-09 10:37:26.471277,Betty Girl's Maxi Dress,47,2455.0
2018-10-09 11:54:43.271277,Betty Girl's Maxi Dress,78,1995.0
2018-10-06 15:46:33.671277,Betty Girl's Maxi Dress,66,1995.0
